Series,Episode,Episode Title,Scene,Speaker,Dialogue
Series 10,Episode 17,The Comic-Con Conundrum,Sheldon and Amy’s apartment.,Sheldon,"Not entirely, the fight over who’s going to drive is still…"
Series 10,Episode 17,The Comic-Con Conundrum,Sheldon and Amy’s apartment.,Amy,"Oh, my God, stop talking."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Amy,The place looks great. Did you guys get a maid?
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Bernadette,Kinda.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Howard,"Dinner’s almost ready. If you like meatloaf, I’m sure you’ll like its cousin, bowl of meat."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Penny,"Hey, if you’re still looking to make money, I will pay you to burn that jacket."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Raj,"Thank you, but it doesn’t look like I’m going to Comic-Con this year."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Sheldon,"Well, with as much debt as you have, probably not next year either."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Bernadette,Howie?
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Howard,Sure. This is for you.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Raj,What’s this?
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Bernadette,It’s back pay for all the babysitting and taking care of Halley you’ve done.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Howard,There’s more than enough in there to cover Comic-Con.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Stuart,"Um, I also take care of Halley."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Bernadette,And you live here for free.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Stuart,"I do, ma’am, thank you, ma’am."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Raj,"This is so generous of you, I, um, I don’t know what to say."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Leonard,Now you can come with us.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Penny,"Yeah, there’s room in the bed by Sheldon’s feet."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Raj,"As much as I appreciate this, I can’t accept it, okay? Halley’s my goddaughter, I don’t take care of her for money."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Stuart,I would.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Bernadette,Keep it. Consider it a gift.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Sheldon,Hold on. Is it back pay or is it a gift?
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Bernadette,What’s the difference?
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Sheldon,"When the IRS questions us in separate rooms, we need to have our stories straight."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Raj,It doesn’t matter. I’m not keeping this. I’m trying to pay my own way and be responsible. Taking handouts won’t help that.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Amy,So you’re not going to Comic-Con?
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Raj,"I’ve been plenty of times. If I miss one, it’s fine. I’m a big boy."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Sheldon,"I’m a big boy, and if I missed one, I’d throw a big-boy tantrum."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Leonard,"You know what? I’ve gone 12 times. Maybe I’ll sit out this year, too."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Penny,Really?
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Leonard,Yeah. Maybe you and I can do something fun that weekend.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Penny,"Ooh, how about white-water rafting?"
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Leonard,"Oh, how about we compromise and go on the Small World ride at Disneyland?"
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Howard,"You know what, I’m not gonna go either. I’m a father now. I’d rather spend time with my family."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Bernadette,You just don’t want to go alone with Sheldon.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Howard,I’m gonna go check on dinner.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Amy,Sounds like everyone’s staying home. What do you say?
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Sheldon,"Nuts to that, I’m going to Comic-Con."
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Amy,By yourself?
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Sheldon,Not necessarily. I have four months to find some new friends.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Stuart,I’ll go with you.
Series 10,Episode 17,The Comic-Con Conundrum,Howard and Bernadette’s house.,Sheldon,"That’s very kind of you, Stuart. Check back in with me in July."
Series 10,Episode 17,The Comic-Con Conundrum,Sheldon and Amy’s apartment.,Sheldon,There’s my pretty girlfriend.
Series 10,Episode 17,The Comic-Con Conundrum,Sheldon and Amy’s apartment.,Amy,I’m not going with you to Comic-Con.
Series 10,Episode 17,The Comic-Con Conundrum,Sheldon and Amy’s apartment.,Sheldon,What? Can’t a man just be happy to see his woman and pat her on her second most erogenous ball-and-socket joint?
Series 10,Episode 17,The Comic-Con Conundrum,Sheldon and Amy’s apartment.,Amy,"He can, but it’s still not changing my mind."
Series 10,Episode 17,The Comic-Con Conundrum,Sheldon and Amy’s apartment.,Sheldon,"Well, maybe what’s in my pants will change your mind. It’s a list of this year’s panelists. It’s long, isn’t it?"
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,"Aw, man, did you see this post from Raj?"
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,What? Is it another video of him and his dog Lady-and-the-Tramping some spaghetti?
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,"No. He can’t afford his apartment, and he’s asking if anyone knows of a cheap place to live. I want to say India, but it seems mean."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Bernadette,What’s so funny?
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Howard,"Raj is looking for a cheap place to live, and I wrote India."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Bernadette,"Don’t post that, be supportive."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Howard,"Maybe you should be supportive of my hilarious jokes. Fine, what should we do?"
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Bernadette,We’re smart. I’m sure we can think of something.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Howard,You want to let him live here?
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Bernadette,"Oh, we’re smarter than that."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Sheldon,"I know our apartment’s small, but I think we can make room."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Amy,"No, Sheldon. We are not getting a life-size Spider-Man statue."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,"We do have Sheldon’s old room. If he really needs a place to stay, I guess we should offer it to him."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,You’re a good friend.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,Am I still a good friend if I wait and hope that Howard offers him a place to live first?
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,You’re an even better husband.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Howard,"I know if the roles were reversed, he would do it for me."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Bernadette,Where would he stay? We already have Stuart.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Howard,"Well, we can make some space in the garage. Maybe put a cot out there, get him a space heater, maybe a hot plate."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Bernadette,That sounds awful.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Howard,"Let’s hope he thinks so, too."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Amy,"For the last time, no Hulk, no Batman, no life-size statues."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,Sheldon,Wow. I’m starting to think you didn’t mean it when you said you wanted to spruce up the place.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s bedroom.,,Credits sequence.
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj(answering phone),Hello.
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Howard,"Hey, uh, so we’ve been talking, and if you need a place to stay, we’d be happy to fix up the garage for you."
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,"That would be amazing. I was literally just looking at my moving boxes, trying to pick one to live in."
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Howard,"I know it’s not ideal, but you’d have plenty of space for your furniture, and there’s this cool button that makes an entire wall go up and down."
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,I cannot thank you enough.
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Howard,"It is our pleasure.(beep, beep, beep)Hey, can you hold on one sec? Hello?"
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Leonard,"Hey, buddy, you still looking for a place to live?"
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,"Uh, yeah. Why do you ask?"
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Leonard,"You know, we have the extra bedroom, and if you need it, it’s yours."
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,"Oh, my God, that’s so generous."
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Leonard,It’s the least we can do.
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,"I really appreciate it. Uh, can you hold on one second? Hey, so, Howard, what’s the bathroom situation gonna be?"
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Howard,"Well, there’s a sink out there, that takes care of half your problems."
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,"But I can use the downstairs bathroom, right?"
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Howard,"Yeah. We barely use it, so it’ll be like it’s yours."
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,"Cool, cool, yeah, yeah, hold on one second."
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Howard,What?
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,"Hey, what’s it like sharing a bathroom with Penny? Is there hair everywhere? Does she use your loofah?"
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Leonard,I don’t have a loofah.
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,"Okay, well, if I move in, you can’t use mine. Hold on a second. Hey, Howard, uh, how’s the Wi-Fi in the garage?"
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Howard,I don’t know. Why are you asking all these questions?
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,"Well, to be honest, Leonard’s on the other line, and he offered me their spare bedroom."
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Howard,Great. Go live there.
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,But you made the garage sound so fun.
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Howard,"I just didn’t want you to feel bad about it. Unless Leonard’s apartment also has a raccoon that chews its way in on cold nights, go there."
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,"One second. Okay, I think we’re close. How do you feel about a mini-fridge in my room?"
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Penny,"Hey, pal, you want to live here or not?"
Series 10,Episode 18,The Escape Hatch Identification,Raj’s apartment.,Raj,"Oh, uh, hi, Penny. Yes, please."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Leonard,Hey.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Amy,Hi.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,"Hi, uh, Penny, this circular is addressed to occupant, but with our apartment switch, it’s unclear whether it’s yours or mine."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Penny,What’s it for?
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,Roofing.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Penny,"Yeah, it’s yours."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,"Okay, thanks. Just throw it out. Speaking of occupants, I’m given to understand Raj will be moving into my old room."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Leonard,"Yeah, for a little while."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,What about his dog?
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Penny,"She’ll be in her crate, it’s not a big deal."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,I suppose that’s acceptable.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Amy,"Well, Sheldon’s getting a little better with dogs. He even took a picture with Pluto at Disneyland."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,"If real dogs gave me buttons, I’d like them, too. Well, I think it’s very nice that you’re helping out our friend."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Leonard,And I think it’s nice that you’re taking whatever medication Amy’s clearly giving you.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,And what is that supposed to mean?
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Penny,"Well, it’s like that science thing. For every action, you have a gigantic and annoying reaction."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Leonard,Just when I thought you couldn’t get any hotter.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Penny,Mm-hmm.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,"If you’re implying that I’d have some problem with him moving into my room, you’re wrong. Raj is in a difficult financial situation, and I’m glad that he’s making changes to improve it."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Leonard,Do not adjust the dosage. You nailed it.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Amy,Don’t listen to them. What’s weird is that Penny almost got a science fact right.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,"I mean, it’s unfair; people just assume I’m going to be upset by Raj moving into my old room."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Amy,"But you are, aren’t you?"
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,"Oh, I’m outraged."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Amy,Talk to me. Tell me what’s going on.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,"Well, that’s been my room since before I met Leonard, and now someone else is going to be living in it. And that someone else is not me. And you know how I feel about people who aren’t me."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Amy,"There are a lot of memories wrapped up in that room. For me, too. The first time you told me you loved me was in that room."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,Wrong. We were standing outside my room in the hallway.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Amy,And there is the love of which I speak.
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,"I realize it’s irrational, but with Raj moving in there, I’m feeling a bit replaced."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Amy,"Well, this isn’t an easy time for him. He’s losing his apartment, he’s in debt, he’s probably humiliated."
Series 10,Episode 18,The Escape Hatch Identification,The lobby.,Sheldon,"Yes, probably. But until we know for sure, how can I feel better?"
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Raj,Can I get anyone anything at all?
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,"Raj, you don’t have to serve us."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Raj,It’s the least I can do for helping me carry my stuff up.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Howard,It was really no problem.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Bernadette,"Not for you, box of towels."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Raj,"Anyway, thanks again."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Howard,"Hey, look at that. You’ve got a Raj, we’ve got a Stuart. Maybe we should take them both to the park and let them run around together."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,I don’t know. Yours looks like he has worms.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,You ready to go?
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,All set.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,What’s that?
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,A housewarming gift for Raj.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,"Well, a bunch of fake snakes better not spring out of it, ’cause that was a lousy anniversary present."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,"It’s nothing like that. I just, I thought about Raj’s situation, and I had a change of heart. You know, and regarding your gift, you said surprise me, and, boy, did I. Hello."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Leonard,Hey.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Penny,Hi.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Leonard,Perfect timing. Food’s ready.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,"Uh, wait, before we eat, I have a little welcome to the building gift for Raj."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Penny,"Wait, is anything gonna jump out of that."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,No. I already asked.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Raj,"Thank you, Sheldon. It’s a blank notebook."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,"Well, I had some of my best ideas in that room, and I’m sure you will, too."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Howard,He also never had sex in that room. That’s something else to look forward to.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Raj,This means a lot.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,"Well, I know this is a difficult time for you. You’re losing your apartment, you’re in debt, and you just, you must be humiliated."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,Sheldon.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,"Oh, good grief. She is such a stickler for citing sources. Those were Amy’s words."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,Sheldon.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,"I know, I know, good grief was originally said by Charlie Brown, geez."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Raj,"You’re right, I am humiliated. Thanks for pointing it out. You’re such a jerk."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,Can you believe this guy?
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Everyone,Yes.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,I thought that was gonna break the other way.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,"Come on, Sheldon. Maybe we should just eat at our place."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,Fine. You took my room. You turned my friends against me. I hope you’re happy.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Raj,What do I have to be happy about? My life’s a wreck.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,How come he can say it and I can’t?
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,Just keep walking.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Beverley(on skype),"Hello, Sheldon. What a pleasant surprise. How are you?"
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,"Honestly, I’ve been better. Do you have time? Leonard says you’re very busy these days."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Beverley,"Oh, I just say that because he prattles. What’s going on?"
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,"Well, our friend Raj moved into my old room, and it’s brought up a lot of negative feelings for me."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Beverley,"Mm. Well, what do you think the loss of your room represents?"
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,"Beverley, you know I hold you in high esteem. Can we skip the part where you pretend not to know the answer, and get to the part where you tell me the answer?"
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Beverley,"Very well, but, uh, if you don’t mind, I’d still like to pause for effect. Now, you’ve recently moved in with Dr. Fowler, yes?"
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,I have.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Beverley,"Clearly, your old room represents an escape hatch, and without it, you’re forced to confront the terrifying reality of being trapped in a relationship with Amy forever."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,I hadn’t thought about that.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,And don’t start thinking about it now.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Beverley,"Hello, Amy. Your defensiveness may indicate similar insecurities about your relationship with Sheldon."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,That’s not true.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Beverley,She said defensively.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Amy,This isn’t about me and Sheldon. This is about Rajesh moving in with Leonard and Penny.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Beverley,Interesting. They’ve found a need to take yet another room mate. Seems they’re avoiding some harsh realities themselves.
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Sheldon,"I had no idea all our relationships were such a disaster. Boy, you’re good."
Series 10,Episode 18,The Escape Hatch Identification,Sheldon and Amy’s apartment.,Beverley,"That is the word on the street, dear."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Raj,"Maybe moving in was a bad idea. I haven’t been here one day, I’m already causing problems."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,You didn’t do anything. It’s Sheldon.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,"You didn’t do anything, it’s Sheldon. That’d make a nice needlepoint pillow."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,"So, relax. We’re happy to have you."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Raj,"Thank you, but how do I know you’re not saying that just to be nice?"
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,Do you actually pay for that haircut?
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Raj,That’ll do it.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Sheldon,"Hey, Raj, I owe you an apology. Look, could you please put your dog on a leash?"
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Raj,"Sheldon, she’s fine."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Sheldon,"Well, then at least hold her still so I can pretend she’s stuffed. Raj, I let my emotions get the best of me, and I unfairly took it out on you."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Raj,Thank you. I appreciate that.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Sheldon,"No, I can’t take all the credit. I spoke with Leonard’s mother, and she made me feel better."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,"I don’t know who you talked to, but that wasn’t my mother."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Sheldon,"Beverly pointed out that I’m experiencing insecurities in my relationship with Amy, in the same way that Leonard and Penny are in their relationship."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,What are you talking about? We’re fine.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Sheldon,"Yes, you’re fine as long as you have a buffer living with you to distract from your marital problems. It used to be me. Now it’s Raj and his attack Tribble. Anyway, I’m sorry for everything. Oh, and FYI, if you cry while they’re fighting, they’ll take you to McDonald’s."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Beverley(on skype),"Hello, Leonard."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,Why are you saying we have marital problems? We don’t have marital problems.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Beverley,I see. You must be yelling at me out of wedded bliss.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,"Look, just because we took our friend in does not mean that Penny and I are afraid to be alone."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,"Yeah, this is a special circumstance."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Beverley,"Sheldon mentioned you tried to get your brother to live with you, as well."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,"Yeah, well, a circumstance can happen twice and still be special."
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Beverley,Do you agree with that?
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,"Well, now that you point it out…"
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,Are you kidding me?
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Leonard,We do seem to keep finding room mates.
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Penny,Now you’re taking her side?
Series 10,Episode 18,The Escape Hatch Identification,The apartment.,Beverley,"Dear, I would never come between you and Leonard. That’s for your parade of room mates to do."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Raj,"Howard? Howard? It’s me, it’s just me."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Howard,What are you doing here?
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Raj,"Well, I texted you, but you didn’t respond. Leonard and Penny were arguing."
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Stuart,Not on my watch.
Series 10,Episode 18,The Escape Hatch Identification,Howard and Bernadette’s bedroom.,Bernadette,"It’s fine. It’s just Raj. You can hit him with the bat, but it’s fine."
